state,county,trump votes,clinton votes,total votes,trump vote %,clinton vote %,electric vehicle %,population,voter turnout %
missouri,Jasper,35070,10572,45642,76.84,23.16,0.8249801268007056,119219.0,38.28416611446162
missouri,Christian,30946,8508,39454,78.44,21.56,1.160875362773551,84184.0,46.866387912192344
missouri,Cole,24616,10913,35529,69.28,30.72,1.0597363275089888,76702.0,46.320826054079426
missouri,Cape Girardeau,27017,8492,35509,76.08,23.92,0.8806532846184076,78445.0,45.26611001338517
missouri,Buchanan,21320,12013,33333,63.96,36.04,0.6930971460705749,89032.0,37.43934765028305
missouri,Newton,20553,4990,25543,80.46,19.54,0.7822685788787485,58178.0,43.90491250988346
missouri,Lincoln,18159,5575,23734,76.51,23.49,0.4999908760789037,55146.0,43.03847967214304
missouri,St. Francois,17468,6250,23718,73.65,26.35,0.4874410213710796,66356.0,35.743565012960396
missouri,Taney,18276,4373,22649,80.69,19.31,1.0043192015767182,54608.0,41.47560796952827
missouri,Camden,16944,4768,21712,78.04,21.96,0.7620164126611957,44906.0,48.34988642943037
missouri,Johnson,13719,5930,19649,69.82,30.18,0.8002759572266298,53497.0,36.72916238293736
missouri,Callaway,13057,4989,18046,72.35,27.65,0.9909846291457756,45069.0,40.04082628857974
missouri,Phelps,12709,4766,17475,72.73,27.27,0.89765209495395,44708.0,39.086964301690976
missouri,Pettis,12810,4324,17134,74.76,25.24,0.8435359758838616,42249.0,40.55480603091197
missouri,Howell,13893,2881,16774,82.82,17.18,0.7605377323121417,40132.0,41.7970696700887
missouri,Scott,13168,3575,16743,78.65,21.35,0.4365726285540603,38760.0,43.196594427244584
missouri,Butler,13650,3036,16686,81.81,18.19,0.5004598820537791,42769.0,39.01423928546377
missouri,Lawrence,13089,2901,15990,81.86,18.14,0.5254470426409903,38164.0,41.89812388638507
missouri,Webster,12840,3177,16017,80.16,19.84,0.6797706797706797,38154.0,41.97987104890706
missouri,Stone,13158,2887,16045,82.01,17.99,1.1071428571428572,31471.0,50.983445076419564
missouri,Lafayette,10988,4053,15041,73.05,26.95,0.5514425859915304,32534.0,46.23163459765169
missouri,Warren,11111,3915,15026,73.95,26.05,0.6216542911414265,33871.0,44.362433940539105
missouri,Barry,11428,2710,14138,80.83,19.17,0.5441167377728313,35226.0,40.135127462669615
missouri,Polk,10438,2631,13069,79.87,20.13,0.672825868648323,31380.0,41.647546207775655
missouri,Pulaski,9876,2922,12798,77.17,22.83,0.8305735162697789,52456.0,24.397590361445783
missouri,Stoddard,11079,1876,12955,85.52,14.48,0.4613443863759236,29498.0,43.91823174452505
missouri,Marion,9419,2994,12413,75.88,24.12,0.5770880449192857,28689.0,43.26745442504096
missouri,Miller,9285,1750,11035,84.14,15.86,0.4848533418817117,24998.0,44.1435314825186
missouri,Texas,8875,1728,10603,83.7,16.3,0.5156382079459003,25805.0,41.08893625266421
missouri,Ray,7104,3090,10194,69.69,30.31,0.4268184243286501,22741.0,44.82652477903347
missouri,Dunklin,8026,2360,10386,77.28,22.72,0.2545019858867081,30562.0,33.98337805117466
missouri,Randolph,7529,2283,9812,76.73,23.27,0.593366691759288,24970.0,39.29515418502202
missouri,Clinton,7067,2572,9639,73.32,26.68,0.5603689814216132,20548.0,46.90967490753358
missouri,Adair,6030,3500,9530,63.27,36.73,1.1688879178501204,25244.0,37.751544921565525
missouri,Audrain,6981,2570,9551,73.09,26.91,0.52983960310197,25870.0,36.91921144182451
missouri,Crawford,7724,1824,9548,80.9,19.1,0.2897131431835802,24265.0,39.34885637749845
missouri,Henry,7075,2357,9432,75.01,24.99,0.4048582995951417,21625.0,43.616184971098264
missouri,Benton,7213,2025,9238,78.08,21.92,0.4920049200492005,18934.0,48.79053554452308
missouri,Nodaway,6380,2529,8909,71.61,28.39,0.6694379960049667,22455.0,39.67490536628813
missouri,Washington,7048,1926,8974,78.54,21.46,0.1950786965196187,24852.0,36.10976983743763
missouri,Saline,5977,2789,8766,68.18,31.82,0.5500768125278755,23095.0,37.95626759038753
missouri,Andrew,6665,2045,8710,76.52,23.48,0.5992597379707421,17351.0,50.198835801971065
missouri,Morgan,6760,1768,8528,79.27,20.73,0.5293953747561995,20089.0,42.45109263776196
missouri,Perry,6908,1520,8428,81.96,18.04,0.3686069728152357,19216.0,43.85928393005828
missouri,Vernon,6533,1707,8240,79.28,20.72,0.5671578501007103,20653.0,39.89735147436208
missouri,Ste. Genevieve,5496,2542,8038,68.38,31.62,0.5003298878381351,17875.0,44.967832167832164
missouri,McDonald,6599,1329,7928,83.24,16.76,0.5732450883318568,22705.0,34.91741907068928
missouri,Wright,6707,1170,7877,85.15,14.85,0.361934477379095,18185.0,43.31591971405004
missouri,Bates,6001,1618,7619,78.76,21.24,0.3265983946858566,16351.0,46.59653843801602
missouri,Cooper,5624,1932,7556,74.43,25.57,0.7708215830043242,17702.0,42.68444243588295
missouri,Macon,5798,1548,7346,78.93,21.07,0.4918839153959665,15164.0,48.44368240569771
missouri,Dallas,5895,1272,7167,82.25,17.75,0.3944773175542406,16381.0,43.75190769794274
missouri,Gasconade,5670,1520,7190,78.86,21.14,0.8948045411330463,14746.0,48.758985487589854
missouri,Pike,5274,1806,7080,74.49,25.51,0.387479566507235,18507.0,38.255795104555034
missouri,New Madrid,5270,1933,7203,73.16,26.84,0.3680139720558882,17839.0,40.37782386905096
missouri,Osage,5856,998,6854,85.44,14.56,0.4892687063735403,13613.0,50.34893116873577
missouri,Moniteau,5347,1237,6584,81.21,18.79,0.5020220331892344,15991.0,41.17315990244513
missouri,Dent,5600,978,6578,85.13,14.87,0.2920939893547968,15454.0,42.565031707001424
missouri,Douglas,5486,984,6470,84.79,15.21,0.4820118756549073,13353.0,48.45353104171347
missouri,Livingston,4879,1265,6144,79.41,20.59,0.385470719051149,15127.0,40.61611687710716
missouri,Cedar,5021,1011,6032,83.24,16.76,0.3576320194795313,13876.0,43.470740847506484
missouri,Pemiscot,3964,1947,5911,67.06,32.94,0.1898919076833187,17060.0,34.64830011723329
missouri,Barton,4959,795,5754,86.18,13.82,0.4799862861061112,11825.0,48.65961945031712
missouri,Wayne,4658,948,5606,83.09,16.91,0.4442798963346909,13236.0,42.3541855545482
missouri,Bollinger,4827,705,5532,87.26,12.74,0.4052917335780377,12205.0,45.325686194182715
missouri,Linn,4088,1240,5328,76.73,23.27,0.393939393939394,12146.0,43.86629342993578
missouri,Ripley,4522,830,5352,84.49,15.51,0.2703224560726009,13775.0,38.8529945553539
missouri,Montgomery,4127,1119,5246,78.67,21.33,0.5018629761995286,11447.0,45.82860138027431
missouri,Madison,4102,1005,5107,80.32,19.68,0.3378650148821495,12213.0,41.816097600917054
missouri,Ralls,3969,1138,5107,77.72,22.28,0.4595669465311534,10230.0,49.92179863147605
missouri,Mississippi,3600,1458,5058,71.17,28.83,0.3692482484377958,13738.0,36.817586257097105
missouri,Howard,3277,1283,4560,71.86,28.14,0.5456728145803776,10032.0,45.45454545454545
missouri,Hickory,3542,1016,4558,77.71,22.29,0.5926065280782615,9356.0,48.71740059854639
missouri,Oregon,3671,865,4536,80.93,19.07,0.4315417810906237,10746.0,42.211055276381906
missouri,St. Clair,3501,936,4437,78.9,21.1,0.3257935399795216,9288.0,47.77131782945737
missouri,DeKalb,3540,824,4364,81.12,18.88,0.3434522490582761,12496.0,34.92317541613316
missouri,Ozark,3639,724,4363,83.41,16.59,0.7061068702290076,9199.0,47.4290683769975
missouri,Maries,3561,794,4355,81.77,18.23,0.6214267959234403,8821.0,49.37081963496202
missouri,Lewis,3344,934,4278,78.17,21.83,0.5375232582179037,10072.0,42.47418586179508
missouri,Grundy,3462,780,4242,81.61,18.39,0.2811832189854909,10111.0,41.954307190188906
missouri,Carroll,3480,745,4225,82.37,17.63,0.2399280215935219,8844.0,47.77250113071009
missouri,Caldwell,3232,838,4070,79.41,20.59,0.35,9043.0,45.00718788012827
missouri,Iron,3173,933,4106,77.28,22.72,0.255388701603841,10123.0,40.56109848859034
missouri,Monroe,3159,853,4012,78.74,21.26,0.3306313993174061,8633.0,46.47283678906521
missouri,Chariton,2950,888,3838,76.86,23.14,0.3890133207591654,7501.0,51.16651113184909
missouri,Dade,3184,637,3821,83.33,16.67,0.4660054964750865,7606.0,50.23665527215356
missouri,Shannon,2966,776,3742,79.26,20.74,0.347076146403029,8222.0,45.51204086596935
missouri,Daviess,2767,730,3497,79.12,20.88,0.3348214285714286,8224.0,42.52188715953307
missouri,Harrison,2965,574,3539,83.78,16.22,0.206387138822507,8579.0,41.25189416015853
missouri,Clark,2458,724,3182,77.25,22.75,0.3441156228492774,6739.0,47.217688084285506
missouri,Shelby,2524,606,3130,80.64,19.36,0.309181341578169,6044.0,51.786896095301124
missouri,Gentry,2304,605,2909,79.2,20.8,0.3275759380583681,6624.0,43.91606280193236
missouri,Reynolds,2406,540,2946,81.67,18.33,0.4244567963617988,6347.0,46.41562943122735
missouri,Carter,2324,436,2760,84.2,15.8,0.3627920475983166,6210.0,44.44444444444444
missouri,Atchison,2060,541,2601,79.2,20.8,0.411663807890223,5281.0,49.25203559931831
missouri,Sullivan,1884,526,2410,78.17,21.83,0.1822004204625087,6333.0,38.054634454444965
missouri,Holt,1926,347,2273,84.73,15.27,0.3888780867198133,4453.0,51.044239838311256
missouri,Putnam,1936,353,2289,84.58,15.42,0.3034901365705614,4825.0,47.44041450777202
missouri,Scotland,1525,365,1890,80.69,19.31,0.3861003861003862,4902.0,38.555691554467565
missouri,Schuyler,1505,354,1859,80.96,19.04,0.3634894991922455,4501.0,41.301932903799155
missouri,Knox,1416,379,1795,78.89,21.11,0.3669724770642202,3933.0,45.639460971268754
missouri,Mercer,1486,216,1702,87.31,12.69,0.2958579881656805,3661.0,46.4900300464354
missouri,Worth,808,195,1003,80.56,19.44,0.3902862098872506,2015.0,49.77667493796526
montana,Yellowstone,40920,22171,63091,64.86,35.14,1.0095021061369271,157914.0,39.95275909672353
montana,Missoula,22250,31543,53793,41.36,58.64,1.1766861586016797,116349.0,46.23417476729495
montana,Gallatin,23802,24246,48048,49.54,50.46,1.160169894848379,104739.0,45.87402973104574
montana,Flathead,30240,13293,43533,69.46,30.54,0.9011125594931336,97742.0,44.53868347281619
montana,Lewis and Clark,16895,14478,31373,53.85,46.15,1.0602421043912482,66894.0,46.899572457918495
montana,Cascade,19632,12175,31807,61.72,38.28,0.6000223888951081,81562.0,38.99732718668007
montana,Ravalli,14810,6223,21033,70.41,29.59,0.7819172154637413,41918.0,50.176535140035305
montana,Silver Bow,6376,8619,14995,42.52,57.48,0.6679973386560212,34696.0,43.21823841364999
montana,Lake,7530,4776,12306,61.19,38.81,0.6692980950746523,29709.0,41.421791376350605
montana,Park,4980,3595,8575,58.08,41.92,1.014180166123629,16115.0,53.21129382562829
montana,Lincoln,6729,2041,8770,76.73,23.27,0.4057194627171387,19294.0,45.45454545454545
montana,Jefferson,4177,1998,6175,67.64,32.36,0.765208519321515,11779.0,52.423805076831655
montana,Hill,3478,2371,5849,59.46,40.54,0.3866171003717472,16448.0,35.56055447470817
montana,Carbon,3748,1828,5576,67.22,32.78,0.5660874144286467,10485.0,53.18073438245112
montana,Sanders,4286,1218,5504,77.87,22.13,0.4459238789096846,11465.0,48.00697775839512
montana,Fergus,4269,1202,5471,78.03,21.97,0.2789400278940028,11349.0,48.20689047493171
montana,Custer,3657,1176,4833,75.67,24.33,0.2084781097984712,11843.0,40.808916659630164
montana,Glacier,1620,3121,4741,34.17,65.83,0.1988862370723946,13711.0,34.57807599737437
montana,Stillwater,3661,908,4569,80.13,19.87,0.400266844563042,9360.0,48.81410256410256
montana,Richland,3908,671,4579,85.35,14.65,0.1493115080462312,11408.0,40.13849929873773
montana,Beaverhead,3353,1143,4496,74.58,25.42,0.5272108843537414,9463.0,47.51136003381591
montana,Madison,3297,1180,4477,73.64,26.36,0.6411310208778562,8062.0,55.53212602331927
montana,Dawson,3320,787,4107,80.84,19.16,0.2700933049598952,9263.0,44.33768757422001
montana,Big Horn,1853,2094,3947,46.95,53.05,0.2124024564805836,13458.0,29.328280576608705
montana,Deer Lodge,1763,2058,3821,46.14,53.86,0.7724034495688039,9057.0,42.188362592469915
montana,Valley,2698,886,3584,75.28,24.72,0.2174503941288393,7532.0,47.58364312267658
montana,Roosevelt,1797,1560,3357,53.53,46.47,0.1982815598149372,11225.0,29.906458797327396
montana,Rosebud,2253,987,3240,69.54,30.46,0.2401761291613849,9232.0,35.09532062391681
montana,Teton,2170,808,2978,72.87,27.13,0.4486884491486425,6011.0,49.54250540675428
montana,Broadwater,2348,573,2921,80.38,19.62,0.5118534482758621,5785.0,50.49265341400173
montana,Powell,2029,551,2580,78.64,21.36,0.2444987775061124,6841.0,37.713784534424796
montana,Pondera,1799,738,2537,70.91,29.09,0.3743448964312452,6035.0,42.038111019055506
montana,Blaine,1268,1202,2470,51.34,48.66,0.1818843215714805,6716.0,36.77784395473496
montana,Chouteau,1679,732,2411,69.64,30.36,0.3508771929824561,5780.0,41.71280276816609
montana,Musselshell,1967,332,2299,85.56,14.44,0.3105590062111801,4646.0,49.48342660352992
montana,Phillips,1723,318,2041,84.42,15.58,0.1543924656476764,4113.0,49.623146122052034
montana,Sweet Grass,1595,402,1997,79.87,20.13,0.5125051250512505,3616.0,55.22676991150443
montana,Toole,1497,402,1899,78.83,21.17,0.2643754130865829,4951.0,38.355887699454655
montana,Mineral,1330,519,1849,71.93,28.07,0.4271313856142149,4124.0,44.835111542192045
montana,Sheridan,1241,477,1718,72.24,27.76,0.10351966873706,3608.0,47.61640798226164
montana,Granite,1192,472,1664,71.63,28.37,0.840064620355412,3286.0,50.63907486305539
montana,Fallon,1279,154,1433,89.25,10.75,0.1263157894736842,3086.0,46.43551523007129
montana,Judith Basin,872,235,1107,78.77,21.23,0.2140018343014368,1940.0,57.06185567010309
montana,McCone,862,154,1016,84.84,15.16,0.1201441730076091,1732.0,58.66050808314087
montana,Powder River,884,127,1011,87.44,12.56,0.1834189288334556,1746.0,57.90378006872853
montana,Meagher,729,193,922,79.07,20.93,0.3963535473642489,1845.0,49.97289972899729
montana,Daniels,730,168,898,81.29,18.71,0.2620741295394983,1731.0,51.87752744078568
montana,Liberty,698,206,904,77.21,22.79,0.1692047377326565,2409.0,37.52594437525944
montana,Wheatland,702,179,881,79.68,20.32,0.2358490566037736,2130.0,41.36150234741784
montana,Carter,678,70,748,90.64,9.36,0.1685630004214075,1175.0,63.65957446808511
montana,Garfield,653,34,687,95.05,4.95,0.1437470052707235,1299.0,52.88683602771363
montana,Prairie,556,100,656,84.76,15.24,0.099502487562189,1159.0,56.60051768766178
montana,Wibaux,463,55,518,89.38,10.62,0.314070351758794,1042.0,49.71209213051823
montana,Golden Valley,365,71,436,83.72,16.28,0.4073319755600814,810.0,53.827160493827165
montana,Treasure,351,59,410,85.61,14.39,0.3750937734433608,680.0,60.29411764705882
montana,Petroleum,278,30,308,90.26,9.74,0.0,491.0,62.729124236252545
nebraska,Douglas,108077,113798,221875,48.71,51.29,1.0905694532709382,555607.0,39.93380212992277
nebraska,Lancaster,61588,61898,123486,49.87,50.13,1.2868004030411286,310306.0,39.79491211900511
nebraska,Sarpy,45143,28033,73176,61.69,38.31,1.1667395379759349,178355.0,41.02828628297497
nebraska,Hall,14408,6282,20690,69.64,30.36,0.5190740339025071,61353.0,33.72288233664206
nebraska,Buffalo,14569,4763,19332,75.36,24.64,0.4986613803110502,49104.0,39.36950146627566
nebraska,Lincoln,12164,2913,15077,80.68,19.32,0.5447660925858068,35487.0,42.48598078169471
nebraska,Dodge,9933,4544,14477,68.61,31.39,0.5188479457856842,36677.0,39.471603457207515
nebraska,Platte,10965,2646,13611,80.56,19.44,0.6080810774769969,33008.0,41.23545807077072
nebraska,Madison,10628,2711,13339,79.68,20.32,0.4366244769602619,34979.0,38.134309156922725
nebraska,Scotts Bluff,10076,3207,13283,75.86,24.14,0.5274288480648202,36420.0,36.4717188358045
nebraska,Adams,9287,3302,12589,73.77,26.23,0.5563763241442178,31683.0,39.734242338162424
nebraska,Cass,8452,3484,11936,70.81,29.19,0.7046568627450981,25647.0,46.53955628338597
nebraska,Saunders,7555,2523,10078,74.97,25.03,0.6632571519897714,20992.0,48.00876524390244
nebraska,Washington,7424,2623,10047,73.89,26.11,0.7519728959219931,20213.0,49.70563498738436
nebraska,Gage,6380,2935,9315,68.49,31.51,0.5500458371530961,21625.0,43.07514450867052
nebraska,Dawson,5984,2136,8120,73.69,26.31,0.4363795047092622,23779.0,34.147777450691784
nebraska,Seward,5454,1875,7329,74.42,25.58,0.488853075476766,17103.0,42.85213120505175
nebraska,Otoe,4860,2025,6885,70.59,29.41,0.5119453924914676,15950.0,43.16614420062696
nebraska,York,4700,1186,5886,79.85,20.15,0.4010349288486416,13740.0,42.83842794759825
nebraska,Dakota,3616,2314,5930,60.98,39.02,0.4211403184005924,20279.0,29.242073080526655
nebraska,Custer,4695,641,5336,87.99,12.01,0.2682624845233182,10824.0,49.297856614929785
nebraska,Red Willow,4258,645,4903,86.84,13.16,0.2872893858218805,10767.0,45.53728986718678
nebraska,Saline,3004,1733,4737,63.42,36.58,0.4702679289647917,14228.0,33.29350576328366
nebraska,Holt,4354,531,4885,89.13,10.87,0.1384940593337706,10223.0,47.784407708109164
nebraska,Hamilton,3783,878,4661,81.16,18.84,0.4603891591382905,9158.0,50.89539200698843
nebraska,Box Butte,3617,965,4582,78.94,21.06,0.4094089623343755,11176.0,40.998568360773085
nebraska,Cheyenne,3665,711,4376,83.75,16.25,0.4344048653344917,10047.0,43.55529013635911
nebraska,Phelps,3849,572,4421,87.06,12.94,0.3519917582417582,9193.0,48.090938757750465
nebraska,Cedar,3532,571,4103,86.08,13.92,0.2013036809815951,8604.0,47.68712226871223
nebraska,Knox,3188,720,3908,81.58,18.42,0.2358490566037736,8484.0,46.063177746346064
nebraska,Cuming,3122,719,3841,81.28,18.72,0.3095104108047271,8957.0,42.882661605448256
nebraska,Keith,3235,571,3806,85.0,15.0,0.3881610868510433,8096.0,47.01086956521739
nebraska,Butler,3079,691,3770,81.67,18.33,0.3614572434129172,7996.0,47.148574287143575
nebraska,Richardson,2769,818,3587,77.2,22.8,0.2962962962962963,8004.0,44.81509245377311
nebraska,Merrick,2926,602,3528,82.94,17.06,0.3439476311993787,7838.0,45.011482521051285
nebraska,Wayne,2693,835,3528,76.33,23.67,0.4812650395324854,9379.0,37.615950527774814
nebraska,Dawes,2632,801,3433,76.67,23.33,0.3959524857017159,8911.0,38.52541802266861
nebraska,Pierce,3052,382,3434,88.88,11.12,0.3127631420666426,7144.0,48.068309070548715
nebraska,Burt,2367,930,3297,71.79,28.21,0.2601263470828688,6537.0,50.43597980725103
nebraska,Jefferson,2399,837,3236,74.13,25.87,0.2160293799956794,7181.0,45.06336164879543
nebraska,Kearney,2531,550,3081,82.15,17.85,0.4376367614879649,6561.0,46.95930498399634
nebraska,Antelope,2732,383,3115,87.7,12.3,0.1696147322510298,6345.0,49.09377462568952
nebraska,Colfax,2171,859,3030,71.65,28.35,0.4072628542338368,10712.0,28.28603435399552
nebraska,Nemaha,2116,785,2901,72.94,27.06,0.5373592630501536,6973.0,41.60332711888714
nebraska,Cherry,2623,317,2940,89.22,10.78,0.2437772645624839,5829.0,50.43746783324755
nebraska,Clay,2422,477,2899,83.55,16.45,0.2476215300404013,6135.0,47.25346373268134
nebraska,Howard,2284,544,2828,80.76,19.24,0.2842254855518712,6407.0,44.13922272514437
nebraska,Fillmore,2130,613,2743,77.65,22.35,0.2565833896016204,5622.0,48.79046602632515
nebraska,Boone,2299,414,2713,84.74,15.26,0.3521603684139238,5333.0,50.87192949559347
nebraska,Stanton,2187,417,2604,83.99,16.01,0.3504468196951112,5975.0,43.58158995815899
nebraska,Dixon,2041,556,2597,78.59,21.41,0.1923341118285478,5742.0,45.22814350400557
nebraska,Thayer,2051,499,2550,80.43,19.57,0.4173622704507512,5080.0,50.196850393700785
nebraska,Sheridan,2211,287,2498,88.51,11.49,0.2076535152773657,5235.0,47.717287488061125
nebraska,Polk,2028,413,2441,83.08,16.92,0.4540472835447002,5190.0,47.03275529865125
nebraska,Furnas,1921,304,2225,86.34,13.66,0.3163191948238676,4762.0,46.72406551868963
nebraska,Morrill,1802,284,2086,86.39,13.61,0.1761127121357668,4867.0,42.86007807684405
nebraska,Nuckolls,1726,353,2079,83.02,16.98,0.3364022662889519,4274.0,48.64295741693964
nebraska,Valley,1780,339,2119,84.0,16.0,0.3728031244452334,4201.0,50.44037134015711
nebraska,Johnson,1355,563,1918,70.65,29.35,0.2402069475240206,5213.0,36.7926338001151
nebraska,Thurston,1043,919,1962,53.16,46.84,0.3148148148148149,7139.0,27.482840733996355
nebraska,Chase,1648,171,1819,90.6,9.4,0.1437556154537286,3914.0,46.47419519672969
nebraska,Harlan,1496,254,1750,85.49,14.51,0.1429933269780743,3451.0,50.709939148073026
nebraska,Webster,1330,306,1636,81.3,18.7,0.3314917127071823,3566.0,45.877734155917
nebraska,Kimball,1330,230,1560,85.26,14.74,0.3732213669232563,3669.0,42.51839738348323
nebraska,Franklin,1347,250,1597,84.35,15.65,0.205620287868403,2994.0,53.34001336005344
nebraska,Nance,1261,281,1542,81.78,18.22,0.3026070763500931,3561.0,43.30244313395114
nebraska,Brown,1385,153,1538,90.05,9.95,0.2345215759849906,2980.0,51.61073825503356
nebraska,Sherman,1150,340,1490,77.18,22.82,0.274914089347079,3012.0,49.46879150066401
nebraska,Hitchcock,1232,161,1393,88.44,11.56,0.3043367993913264,2828.0,49.257425742574256
nebraska,Perkins,1217,161,1378,88.32,11.68,0.1801801801801801,2892.0,47.64868603042876
nebraska,Frontier,1110,161,1271,87.33,12.67,0.4031097034264325,2645.0,48.05293005671077
nebraska,Pawnee,974,279,1253,77.73,22.27,0.1163805644457375,2699.0,46.42460170433494
nebraska,Greeley,912,210,1122,81.28,18.72,0.1895477931221229,2400.0,46.75
nebraska,Boyd,983,128,1111,88.48,11.52,0.0699056274030059,1980.0,56.111111111111114
nebraska,Garden,869,153,1022,85.03,14.97,0.323392022996766,1907.0,53.59202936549554
nebraska,Gosper,794,166,960,82.71,17.29,0.8157211716722284,2025.0,47.40740740740741
nebraska,Deuel,809,120,929,87.08,12.92,0.1934235976789168,1861.0,49.91939817302525
nebraska,Garfield,821,121,942,87.15,12.85,0.2657555049354593,1994.0,47.241725175526575
nebraska,Dundy,823,89,912,90.24,9.76,0.2323780015491867,1806.0,50.498338870431894
nebraska,Rock,687,70,757,90.75,9.25,0.0936329588014981,1404.0,53.91737891737892
nebraska,Sioux,616,81,697,88.38,11.62,0.0735294117647058,1259.0,55.36139793486894
nebraska,Keya Paha,460,40,500,92.0,8.0,0.2862595419847328,792.0,63.13131313131313
nebraska,Hayes,472,30,502,94.02,5.98,0.0,891.0,56.34118967452301
nebraska,Wheeler,377,62,439,85.88,14.12,0.2047082906857728,804.0,54.60199004975125
nebraska,Logan,400,32,432,92.59,7.41,0.1670843776106934,792.0,54.54545454545454
nebraska,Hooker,355,40,395,89.87,10.13,0.1444043321299639,683.0,57.83308931185944
nebraska,Grant,367,20,387,94.83,5.17,0.3527336860670194,665.0,58.19548872180451
nebraska,Banner,357,19,376,94.95,5.05,0.1838235294117647,716.0,52.513966480446925
nebraska,Thomas,344,30,374,91.98,8.02,0.6216696269982238,722.0,51.8005540166205
nebraska,Loup,323,48,371,87.06,12.94,0.0,616.0,60.22727272727273
nebraska,Blaine,276,30,306,90.2,9.8,0.1196172248803827,470.0,65.1063829787234
nebraska,McPherson,257,14,271,94.83,5.17,0.3448275862068966,503.0,53.87673956262425
nebraska,Arthur,244,17,261,93.49,6.51,0.140646976090014,466.0,56.00858369098712
nevada,Clark,402227,320057,722284,55.69,44.31,1.7281664335388798,2138836.0,33.76995711686169
nevada,Washoe,97379,94758,192137,50.68,49.32,1.4228504499601131,449723.0,42.72340974333089
nevada,Douglas,8454,17415,25869,32.68,67.32,1.1524117574279302,47834.0,54.080779361960104
nevada,Lyon,6146,16005,22151,27.75,72.25,0.8165937360024809,52707.0,42.026675773616404
nevada,Nye,5094,13324,18418,27.66,72.34,0.8491970861673442,43248.0,42.58694043655198
nevada,Elko,3401,13551,16952,20.06,79.94,0.6950241705333048,52082.0,32.5486732460351
nevada,Churchill,2210,7830,10040,22.01,77.99,0.8552556221602842,23904.0,42.001338688085674
nevada,Humboldt,1386,4521,5907,23.46,76.54,0.4058483792080753,16795.0,35.171181899374815
nevada,White Pine,707,2723,3430,20.61,79.39,0.2871052303083259,9749.0,35.183095702123296
nevada,Storey,752,1616,2368,31.76,68.24,1.22563496751329,3986.0,59.4079277471149
nevada,Lander,403,1828,2231,18.06,81.94,0.4404617253948967,5684.0,39.25052779732583
nevada,Lincoln,285,1671,1956,14.57,85.43,0.5963832243170449,5154.0,37.951105937136205
nevada,Mineral,637,1179,1816,35.08,64.92,0.631163708086785,4376.0,41.49908592321755
nevada,Pershing,430,1403,1833,23.46,76.54,0.3662214562688496,6576.0,27.874087591240876
nevada,Eureka,74,723,797,9.28,90.72,0.3207698476343223,1936.0,41.167355371900825
nevada,Esmeralda,65,329,394,16.5,83.5,0.6574141709276843,826.0,47.699757869249396
new-jersey,Bergen,231211,175529,406740,56.84,43.16,1.5965801556206245,928120.0,43.824074473128476
new-jersey,Middlesex,193044,122953,315997,61.09,38.91,1.4600940611168882,825457.0,38.28146105732946
new-jersey,Monmouth,137181,166723,303904,45.14,54.86,1.284691471313181,622971.0,48.783009160940075
new-jersey,Essex,240837,63176,304013,79.22,20.78,1.3141571998611168,792689.0,38.352115394562055
new-jersey,Ocean,87150,179079,266229,32.73,67.27,0.8946860884129321,590897.0,45.05506035738885
new-jersey,Morris,115249,126071,241320,47.76,52.24,1.4922278001952771,493801.0,48.86988888236354
new-jersey,Camden,146717,72631,219348,66.89,33.11,1.1400171112254025,507002.0,43.263734659823825
new-jersey,Union,147414,68114,215528,68.4,31.6,0.99510075365801,552781.0,38.9897626727402
new-jersey,Burlington,121725,89272,210997,57.69,42.31,1.311568877955042,445972.0,47.31171463679334
new-jersey,Hudson,163917,49043,212960,76.97,23.03,1.141045863746229,668588.0,31.852201953968663
new-jersey,Passaic,116759,72902,189661,61.56,38.44,0.8704419687985243,504147.0,37.620178241663645
new-jersey,Mercer,104775,46193,150968,69.4,30.6,1.9239566919127735,367699.0,41.0574953970503
new-jersey,Somerset,85689,65505,151194,56.67,43.33,1.808510269159903,329875.0,45.83372489579386
new-jersey,Gloucester,66870,67544,134414,49.75,50.25,0.9906684379353918,290761.0,46.228345617190755
new-jersey,Atlantic,60924,52690,113614,53.62,46.38,1.1261826393706365,267217.0,42.517504500087945
new-jersey,Sussex,24212,46658,70870,34.16,65.84,1.0664752290590445,141925.0,49.9348247313722
new-jersey,Hunterdon,28898,38712,67610,42.74,57.26,1.8268042880484596,124775.0,54.18553396113004
new-jersey,Cumberland,27771,24453,52224,53.18,46.82,0.7368757141896887,153233.0,34.08143154542429
new-jersey,Warren,17281,29858,47139,36.66,63.34,1.1253820104072028,106059.0,44.44601589681215
new-jersey,Cape May,18750,28446,47196,39.73,60.27,1.1822648176383743,93655.0,50.39346537824996
new-jersey,Salem,11904,16381,28285,42.09,57.91,0.7034419018604412,63203.0,44.752622502096415
new-mexico,Bernalillo,143417,94698,238115,60.23,39.77,1.7904677398909878,677683.0,35.1366346802266
new-mexico,Santa Fe,50793,14332,65125,77.99,22.01,2.401589596296037,148758.0,43.77915809569905
new-mexico,Sandoval,27707,25905,53612,51.68,48.32,1.5558868795690652,140464.0,38.16778676386832
new-mexico,San Juan,12865,27946,40811,31.52,68.48,0.5841371420067157,127954.0,31.895056035762853
new-mexico,Valencia,10841,13215,24056,45.07,54.93,0.7425913401151155,75599.0,31.820526726544003
